author,dt,link,line,支持走向,sampled
pizza5252   ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478479155.A.812.html,:是不是美國已經先宣佈希拉蕊當選了,-1,0
vulurn      ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478479155.A.812.html,:漲成這樣，大家都賭希拉蕊上?,0,0
WANG122122  ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478479155.A.812.html,:原來是希拉蕊的案子已經結案,0,1
benny3579   ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478498773.A.1F2.html,:川普這個局已佈了一年之久,0,0
smad        ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478498773.A.1F2.html,:既然是跳高的話祈禱明天川普救空軍吧,-1,0
T60         ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478498773.A.1F2.html,:今天有妹子問我，川普和普丁是不是兄弟？靠盃...,0,1
tazac       ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478498773.A.1F2.html,:大家快allIN川普~~~這樣我才能賺錢(邪惡),0,0
antioxidant ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478498773.A.1F2.html,:川普完全被看沒有...,0,0
as4123      ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478498773.A.1F2.html,:送分題，別怕，空就對了，川普穩了,1,0
c902112     ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478498773.A.1F2.html,:錯惹希拉蕊選上漲，川普懸賞先假摔後面噴更高,0,1
coubala     ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478498773.A.1F2.html,:要靠川普喊盤了,0,0
coubala     ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478498773.A.1F2.html,:我深深懷疑，川普跟希拉蕊一起買美股,0,0
coubala     ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478498773.A.1F2.html,:川普：FBI我的人，我歐印賺翻啦,1,0
dm03        ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478498773.A.1F2.html,:說不定川普選上美股反而狂漲,1,0
gg889g8     ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478498773.A.1F2.html,:川普:這遊戲有必勝法賺錢或當總統~,0,0
ohbu        ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478498773.A.1F2.html,:乾川普會選輸嗎0.0,0,0
thinkKing   ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478498773.A.1F2.html,:川普會在希拉蕊當選的時候大賺一票，剛好補齊他競選,-1,1
stanhui     ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478501882.A.E26.html,:官股行庫幫假外資出貨?順便做個抱希拉蕊大腿行情?,0,0
if2         ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478501882.A.E26.html,:看來川普穩了,1,0
kurtsgm     ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478531596.A.8B3.html,:美股現在的表現不像是川普有機會贏啊XD,-1,0
aurorason   ,2016-11-07,https://www.ptt.cc/bbs/Stock/M.1478531964.A.CAF.html,:我懷疑你是川普的分身惹,0,1
aoizip      ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478540463.A.4D5.html,:不爽華爾街的全部投川普,1,0
tazac       ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478540463.A.4D5.html,:「第一票匭」之稱的新罕布夏州，，，，希拉蕊拿下勝利。,1,0
behideyou24 ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478565003.A.4E1.html,:說真的，川普上，台股會跌停嗎？,-1,0
gg889g8     ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478565003.A.4E1.html,:大媽的好處是連川普上也不怕這點夠秋吧,0,0
septemberki ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478565003.A.4E1.html,:上禮拜川普聲勢大漲的時候美國生技股也沒漲啊,0,0
Sueo        ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478565003.A.4E1.html,:有趣的是昨天川普概念股只有一隻是跌的,1,0
WANG122122  ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478565003.A.4E1.html,:結果川普當選凱衛跌停把責任推給川普,0,1
Qtower      ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478565003.A.4E1.html,:這兩天就看川普跟seafood表演了~~,0,0
Sueo        ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478565003.A.4E1.html,:9月姊希拉蕊概念股有哪些?,0,0
Sueo        ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478565003.A.4E1.html,:希拉蕊!!!,0,0
TouSan      ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584001.A.2BD.html,:川普的公司也虧錢啊,0,0
AdaJohn     ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:川普贏我請樓下3位吃高雄正忠排骨飯,-1,0
aqualan     ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:靠北，川普贏了？,1,1
aqualan     ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:淦，川普贏真的代表美國沒救了,-1,0
Kunoichi    ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:川普該不會等一下去找瑪丹娜實現BJ的諾言?,0,0
nemies      ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:其實川普是多軍司令,1,0
nemies      ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:北唐納多南川普,0,0
roberchu    ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:川普是去坦克領土造勢嗎xD,0,1
septemberki ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:測都有點偏向川普有可能會選上所以有人開罵Nate了,0,0
septemberki ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:然後有希拉蕊的支持者跳出來幫忙說話說Nate這樣子,0,0
septemberki ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:的預測是幫了希拉蕊的忙因為讓戲的支持者踴躍出門,0,0
septemberki ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:該都很緊繃開罵Nate的人給我的感覺是支持希拉蕊的,0,1
taruru      ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:隊長這麼早就不演了?還是拉起來等川普逆轉?,0,0
taruru      ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:隊長又開拉一波，風向真亂，到底川普到底會不會開夜市,0,0
tazac       ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:率先全美開票希拉蕊拿下新罕布夏州小鎮,0,0
topboss     ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:看多軍爽成這樣，就算希拉蕊當選也是利多出盡反跌啦,0,0
wwf1310     ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:拿槍=川普支持擁槍xD聯想很可怕,0,0
zzxcasd     ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:川普穩gg的，空軍安心做頭七,-1,0
LoVeUu5566  ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:明天川普贏我請5片士林炭烤香雞排,-1,0
a29976137   ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:希拉蕊不是贏了,-1,0
a29976137   ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:一堆人賭希拉蕊贏,0,0
a29976137   ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:是不是要關鍵州全贏，川普才會贏啊？,0,0
airuku      ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:希拉蕊贏不會漲，但是川普贏大跌應該是肯定的,-1,0
AYLiu       ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:川普會逆轉勝嗎,0,0
chen1025    ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:可以有祭品文嗎如果川普贏想請吃雞排,0,0
ckw19       ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:越看直播越覺得川普很可能當選==”,1,0
ckw19       ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:剛看報導，說網路很多支持川普的推文是機器人,-1,0
ganlinlausu ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:黑暗兵法，川普獻頭,0,0
gg889g8     ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:剛運動回來現在川普情況怎樣,0,0
goddarn     ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:川普當選明天台股能挑戰幾百點呢？,0,0
goddarn     ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:如果川普當選然後馬上被幹掉不知道瓊會漲還是跌呀,0,0
goddarn     ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:投票所延長提早投票時間川普告內華達,0,0
gowang19    ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:開川普優勢州川贏很正常,0,1
howhow801122,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:川普當選我請吃雞排前提是我的葡萄大爆炸,0,0
jasonkey123 ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:當大家以為希拉蕊當選台股就會反彈，就代表要大跌了,-1,0
linshoyo    ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:川普不會當選不是大家都知道的事嗎？真的會大漲嗎？,-1,0
matt111501  ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:好難想像川普當選這個世界會變成怎樣,-1,0
ncnu632     ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:怎麼現在開出來的川普領先那麼多,1,1
ncnu632     ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:川普應該穩了,1,0
ohbu        ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:川普當選女明星臉就綠了XD,0,0
ohbu        ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:女明星讓川普不好選會不會被算帳就看這次了,0,0
septemberki ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:剛PO那張選舉最新預測的截圖沒人理還在川普會上真,0,0
square      ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:川普很有希望耶……,1,0
WANG122122  ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:川普贏的話真的蠻扯的哈,-1,0
whitedeath  ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:選川普才會川,0,0
wwf1310     ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478584803.A.194.html,:希拉蕊贏第一開票倉了...乾,0,0
japan428    ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478604162.A.D23.html,:拜託再看空一點希拉蕊根本不怕爆她自己的料,0,0
japan428    ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478604162.A.D23.html,:來擋即可這些手段希拉蕊比川普強多了天天都在玩,0,1
jeff52      ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478604162.A.D23.html,:我猜希拉蕊黨選後，美股會一飛衝天，然後德意志銀,0,0
aqualan     ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478607680.A.CEC.html,:川普不是領先？,0,0
chun47      ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478607680.A.CEC.html,:川普輸說不定會開夜市xd,0,0
hccbaseball ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478607680.A.CEC.html,:關注川普輸掉之後的動向,0,0
kiwi1980    ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478607680.A.CEC.html,:佛羅里達州希拉蕊應該很穩這州很補,1,0
matt111501  ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478607680.A.CEC.html,:希拉蕊當選是已經反映完了,0,0
utt0624     ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478607680.A.CEC.html,:目前川普領先,0,0
zzxcasd     ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478607680.A.CEC.html,:希拉蕊穩贏的就跟上萬點噴噴,0,0
zzxcasd     ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478607680.A.CEC.html,:海水早就退了還在川普領先喔,-1,0
a1230030721 ,2016-11-08,https://www.ptt.cc/bbs/Stock/M.1478609979.A.478.html,:8%)的匯損。想說若川普真當選，墨披索大貶(3成)，,0,1
orion       ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478628475.A.660.html,:而川普要贏下所有搖擺州，太難了,-1,0
orion       ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478628475.A.660.html,:不過空方還有機會：川普拒絕承認敗選的話....,0,0
monarch0301 ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478628475.A.660.html,:希拉蕊好爽喔,0,0
orion       ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478628475.A.660.html,:美國股市已經在漲了，希拉蕊幾乎是篤定了,-1,0
BTM         ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:升息抖二天，川普抖四年,-1,0
BTM         ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普當選先崩後拉上萬點,0,0
butt1106    ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普當選，耶倫要下台了,0,0
call5566me  ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普會不會打開第4次4屆大站阿快逃阿,-1,0
chiy16      ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普逆轉勝了,0,0
chiy16      ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:昨天背骨沈說川普機率0%哈哈哈哈哈,0,0
cpy5740     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普要上了,1,1
dalensona   ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:希拉蕊要逆轉了嗎狂拉,0,1
david85dodo ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普領先中,0,0
deangod99   ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普票數竟然黏那麼緊...,0,0
f204137     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:美國人不爽希拉蕊很久了,1,0
gg889g8     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:肥希川普王大鴨鴨56IU九月姐早各位先進早~*,0,1
goddarn     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:有趣的是ohio竟然希領先原本都估川普會拿,0,0
goddarn     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普各種逆襲,1,1
goddarn     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:還是要看川普的對中策略是啥,0,0
goddarn     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:以後大概就是萊恩和川普的黨內互打免費了,0,1
Haonan      ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:嗎？估計邁阿密開票完川普就再見了。,-1,0
hccbaseball ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普要贏很難但選後會怎樣不知道川普游擊隊成立?,0,0
heimaykiwi  ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普是典型白人主義者，我怎麼想都不覺得他會放老共,0,0
heimaykiwi  ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:做大。更可能是，會更強硬。不知強國民為啥支持川普,0,0
hgtt        ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:希拉蕊連辯論都能作弊！還有什麼不能作弊了？！,0,0
im609       ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普贏了,1,1
iuowsiq     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:我只想看川普蓋長城,0,0
Justisaac   ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普要贏了嗎XD?,0,0
Justisaac   ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普不要害我破產~,0,0
Justisaac   ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:希拉蕊用股市買票啊你們沒看出來嗎~XD,0,0
Justisaac   ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:1.川普2.希拉蕊3.我選擇死亡都幾~?,0,0
Justisaac   ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:等等川普先宣告了嗎XD,0,0
Justisaac   ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普:我已經贏了!,0,0
Justisaac   ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:重點是川普自己毫氣的發表勝選感言(?),0,0
Justisaac   ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:我覺得川普應該是無做為總統~,0,1
kngs555     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:賓州川普超車了,0,1
kngs555     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:賓州幾乎都要被川普拿下了,0,0
Kunoichi    ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普是商人,0,0
Kunoichi    ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普政見幾乎都是嘴砲啦不用妄想他會實現,-1,0
matt111501  ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普贏了這兩天漲的就要變成一場夢了,-1,0
MoneyDay5566,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:OTC是希拉蕊的！！！！！！！！！！！！！！！！！,0,0
roberchu    ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:只有OTC預測到川普會勝選，多久前就開崩了XD,0,1
roberchu    ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普當選大媽可以秤雞崛起了...,0,0
roberchu    ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:只要川普把美帝搞爛，大媽就不用看臉色了,0,0
septemberki ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:北卡希拉蕊是很穩定的領先,0,0
septemberki ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:佛州川普就算贏希還是可能險勝但如果是希拿下就,0,0
septemberki ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:希拉蕊險勝),0,0
septemberki ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:台股就一堆人被帶風向啊以為佛州川普贏就等於選,0,0
septemberki ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:除非科羅拉多州也是川普拿下才會翻盤,0,1
septemberki ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:ohio預測是川普贏,1,0
snake79715  ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普不好嗎？,0,1
tgyhuj01    ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普幾乎當選了,1,0
topboss     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:2000年崩盤，2008年崩盤，2016崩盤，賭川普當選~,1,1
topboss     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普宣布當選後，將會邁入經濟衰退至少八年~,-1,0
topboss     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:多軍的好日子在川普當選後正式宣告結束了~,-1,0
topboss     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普當選後，一波多軍應該很多畢業吧~,-1,0
u770114     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普勝選演說惹啊,0,0
westlml     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:世光要爽啦~昨晚說川普很有機會~看樣子晚上他要唱秋,0,1
wwf1310     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普上~7個交易日~空軍撈隊長千點應該不是問題!,-1,0
Bv999       ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:希拉蕊輸掉佛州要翻盤難了,0,0
f204137     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:英國脫歐小熊奪冠軍川普當選接下來換啥？,0,0
f204137     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:有人以為川普當上美國總統就變乖嘛好想笑,0,0
GoOdGaMe    ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普穩了,1,0
HAPPYKIMO   ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普..美國版柯p?,0,0
KadourZiani ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:==別高興太早說不定希拉蕊等等就逆轉了==========,-1,0
Sueo        ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:哈哈川普哈哈,0,0
a29976137   ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普輸了,-1,0
abcdefghi   ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:美國先弄個次貸風暴，現在又弄個川普出來亂，根本亂源,-1,0
allen0080   ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:希拉蕊現場已經有人開始在哭了XDDDDDDDDDDDDD,0,1
amandake    ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:希望希拉蕊贏,-1,1
aquahau     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:《貴金屬》希拉蕊贏面大、12月有8成機率升息金價軟,0,0
ar33ar33    ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普淫了還不跌停慶祝一下嗎？,-1,0
beavis77    ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:果然是邁阿密砍了川普一刀FL掰掰,-1,0
becareful   ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:劇本結局出爐：川普領先到最後，被希拉蕊翻盤,-1,1
bgf408      ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:看不懂怕川普是怕三小的,0,0
brad0000    ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普黑天鵝,0,0
BTM         ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普牙齒好白,0,0
BTM         ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普不用繳稅了XD,0,0
chiy16      ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:鏡頭看希拉蕊競選總部喔靜~~~,0,0
ckw19       ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普：靠腰....真的當選了哦......,0,1
cm8061299   ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普這種人若能當選，證明美國人水準也沒多高,-1,0
CTC0115     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:[新聞]川普若當選　國安基金隨時進場,0,0
deangod99   ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:佛州川普贏了應該也不影響結果了吧,0,0
deangod99   ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:佛州川普拉開了應該是被川普拿下,0,0
deangod99   ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:德州川普也領先,0,0
deangod99   ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:德州如果被川普拿下就大補了,0,0
faiwen5566  ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:好像當選了川普,0,0
ga2006369350,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普也只是被當新聞剛好倒貨而已啦~,0,0
gg889g8     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普算超強惹,0,0
gg889g8     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:[新聞]票還沒開完　川普開直播預告「完勝演說」,0,1
gg889g8     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:強國支持川普是覺得川普會搞爛美國吧加上孤立主義,-1,0
goddarn     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:佛州川普領先了,0,1
goddarn     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:佛州川普暫時領先十多萬票了,0,1
goddarn     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:是說川普要搖擺州全拿才贏他票倉少,0,0
goddarn     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:佛州北卡俄亥俄川普一個都不能丟才有機會,-1,0
goddarn     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:德州是川普鐵票倉就像希的加州輸了可以直接投降,0,0
goddarn     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普的逆襲來了,1,1
goddarn     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普真的要上了,1,0
goddarn     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:就看國會了吧看萊恩和川普對著幹,0,1
goddarn     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:是說川普要減公司稅華爾街等等又要開心了吧,1,0
goddarn     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:與其期待川普還是期待重要院的共和黨吧哈哈,0,0
goddarn     ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:川普說不定會被架空唄他沒嫡系人馬都共和黨的人,0,0
GoOdGaMe    ,2016-11-09,https://www.ptt.cc/bbs/Stock/M.1478651406.A.8F3.html,:希拉蕊全線潰敗,0,0
